gps_point;street;postal_code
43.688923031,3.809875247;218 RUE DE LA SYRAH;34980
43.658755427,2.143677411;Maribal;81440
43.709907333,3.430383047;Route Du Viala Les Condamines;34700
43.971678325,0.374286871;Quartier de madiran;32100
43.01540378,1.175617877;Belloc;09200
43.221078586,1.093274983;308 CHEMIN DES VIGNES;31220
43.076530566,1.164389223;Les Peyroutets;09230
43.125022443,2.283107691;Château de Gaure;11250
42.683900311,3.010904692;"Mas de Rey
Route de Saint Nazaire";66140
43.577640419,3.6174261149999998;Château Bas d'Aumelas;34230
43.672990149,2.277411043;25 Chemin de Ratier;81210
43.445420974,3.657595323;avenue Tudesq;34140
43.337696165,2.633094762;3 rue de l ecole;34210
43.333927405,2.313857209;domaine du froumental;11600
43.711019274,3.876393025;1 place saint vincent;34730
43.37693475,3.046634915;DOMAINE DE MALLEMORT;34620
43.85034111,1.866612386;chemin de Vindrac;81600
43.082794742,2.2550346770000003;DOMAINE DE FOURN;11300
43.507288206,4.166392411;Camargue & Traditions Bis Cc2000 Av. Jean Lasserre Port Camargue;30240
42.622816853,2.951781414;3 Rue Du Chateau;66200
43.635198023,3.966850731;Chemin de la Languedocienne;34130
43.168840093,2.431628191;Chemin de la Madone;11800
43.796984757,1.585977281;2207 CHEMIN DES MARCAIS;31660
43.925846212,2.147453419;Route de cordes;81000
43.616806697,3.7739957420000003;2 Rue Des Carrieres Zae Du Mijoulan;34680
44.902324943,-0.501307911;4 rue du Carbouney;33560
43.714414833,4.117441752;Route de Sommieres;34400
43.347466978,3.230859725;24,av. Jean Foucault, Parc Europole, PAE Le Capiscol;34500
44.470721966,1.355445379;RUE DES TONNELIERS;46140
42.932875499,2.245259466;ROUTE DE COUIZA;11190
43.592034935,3.409032498;Lieu dit Bellefontaine;34800
43.413368386,3.157422489;CHEMIN DE LA PLAINE;34490
43.08930617,2.783337716;Domaine de Saint-Estève;11200
43.877095689,4.554271156;"Rte de redessan
Domaine Galus";30840
43.409231353,3.512672476;8 rue des hauts de pinet;34850
42.607759972,2.8890972660000003;Les Mates;66670
43.738887316,0.557087346;263 Chemin de Nasque Le Cousteau;32360
43.516956532,3.8029795809999998;ROUTE DEPARTEMENTALE 612;34110
43.370418528,3.15386867;CHEMIN DE TERRE BLANCHE;34370
42.606423197,2.820057575;30 qu st madeleine;66300
43.429168764,3.578401617;CD 18;34140
43.309295818,3.48413177;43 quai Commandant Meric;34300
43.463290067,3.415988682;Route de Roujan;34120
44.30255311,4.160581509;R.D. 304;30500
43.069224614,1.34938518;LD PRADALS;09290
43.775515905,4.082501166;1531 route d'Aubais;30250
43.658511399,4.010394149;noyer de matte;34670
43.914649603,4.423148901;route de mandre;30320
43.663822562,3.728419549;450 Chemin Le Mas Castel;34570
43.323839061,2.745510698;Domaine du Pech d'André;34210
43.570885537,4.242706007;LA JASSE BRULÉE - CHEMIN DE BORDES;30220
43.347960858,2.853529202;LES CROZES;34210
44.232726865,2.738231632;le fraysse;12290
44.260329292,1.928786896;LE CUZOUL;82160
42.600462526,2.9714856210000002;17 av de la révolution française;66200
44.481589096,3.172225606;7 RUE DES TIOULAS;48340
43.563533608,3.902143886;"19 chemin de la deuxième écluse
La rauze basse
La Cereirede";34970
43.568191913,3.2417772400000002;Route De Gabian Le Village;34320
42.820703118,2.507417036;14 avenue du 16 Aout 1944;66220
44.165693052,4.496723665;"Domaine Chanoine Rambert 
La Bégude
Départementale 143";30330
43.91563426,1.9705282720000001;LES THERONDELS;81600
42.899577824,3.025947838;Chai La Prade;11370
44.895123006,2.74183731;ZA, route de Laussac;12600
43.411703503,2.438509822;2 impasse de la Ferrache;11380
43.988583913,3.732217623;Hameau de Pinauch;30440
43.323098827,1.960655389;2 Ave Frédéric Mistral;11400
43.716783266,4.172101735;"10 avenue de la Fontanisse
ZAC Pôle Actif";30660
42.715136713,2.846241691;4 rue des tamarins;66240
43.458159648,2.976816453;Le Village;34360
42.778933018000004,2.8768525250000003;23 Avenue Alfred Sauvy;66600
43.37693475,3.046634915;"Domaine de Milhau
Route de Cazedarnes
Km 3";34620
42.662467385,2.986447836;Chemin de la fosseille;66570
43.884627312,2.456410362;ZA DU DOLMEN;81250
43.328259414,3.113994021;Chemin De Soustres;34310
43.51370039,3.418578643;Domaine le Clot de Malibran;34320
43.500033193,3.167412624;RUE DU STADE;34480
43.51047969,3.309504322;48 avenue de Pezenas;34320
43.569206252,3.183484732;Mas Olivier;34600
43.634176826,3.412911953;Les Bories;34800
43.234659038,0.066150886;59 route de Pau;65000
44.068486202,1.954457228;1 rue des Trinitaires;81170
43.463290067,3.415988682;route de Nizas;34120
42.696441301,2.898977872;42 Chemin Del Vives;66000
44.382525117,3.161193951;Longviala;48500
43.350887678,2.980628899;avenue de la gare;34310
43.442826523,3.373275285;Domaine de Roquessols;34120
43.247659024,3.058971335;Domaine Ricardelle de Lautrc;11110
42.714957411,2.414181963;hameau du puitg;66730
43.60911854,3.739490257;"Domaine de Saumarez
Chemin de Cathala";34570
44.194040726,3.918841351;Lacroix blanche;48160
44.573203814,2.174110821;ZA La Garenne;12300
43.61335437,3.8692640540000003;250 avenue de la pompignane;34000
43.779737256,4.593839351;Route de Fourques 1479 Chemin de Tavernel;30300
43.779737256,4.593839351;7 impasse du Filaire;30300
43.40024822,2.886676394;CARRIERA DE LA TEULIERA;34360
43.720601194,3.475014024;Rue du Château;34150
43.825669076,4.433844057;Route de Manduel;30230
43.271358589,2.510108547;DOMAINE TOUR BOISEE;11800
43.861310247,4.449320414;470 avenue Clément Ader;30320
44.267321588,4.299823411;633 Route De Barjac;30430
43.329764253,2.871298132;Domaine de Combebelle;11120
43.593159424,4.004657532;chemin du Cannebeth;34130
42.78749888,2.778069024;AVENUE DE L'AGLY;66600
43.500566166,3.593696557;34 Rue Sautaroch Zae Malpasset;34560
42.899577824,3.025947838;Zone cocnhylicole - mas 3;11370
43.092885522,2.849081437;3 Chemin de Montseret;11200
43.347466978,3.230859725;"Rebaut le bas
route de Maraussan RD 14";34500
43.457899324,3.135240891;"Terre des Dames
Route de Causses et Veyran";34490
43.550734683,2.582555705;Mayet - Jouglas;81260
43.14620318,2.798273389;Domaine St Louis;11200
43.435599633,3.470732215;Domaine de la Grangette 305 Chemin du Picpoul;34120
43.876879865,1.010390596;386 AV DE GASCOGNE;82500
43.61335437,3.8692640540000003;610 rue Alfred Nobel;34000
43.494125212,3.660587737;"2 Rue De l&#39;appel du 18 Juin";34560
43.602432075,3.048029808;"Lieu-Dit Les Arts
Chemin des Arts";34240
43.684740378,3.928709476;Chemin de Transide et Cabrié;34820
43.558859243,3.529844337;1 CHEMIN DE FON CAUDE;34230
43.657805591,4.407426996;Mas de la Roseraie;30800
43.275449514,2.282318337;1, La Ventaillole;11610
42.796680046,2.822094634;rd 117- km 7;66600
42.778933018000004,2.8768525250000003;4 rue Gauguin;66600
43.569206252,3.183484732;11 rue du Ponget;34600
43.474649421,3.510060528;DOMAINE ST MARTIN DE LA GARRIGUE;34530
43.347466978,3.230859725;Route De Narbonne Cv13;34500
43.877909745,2.551308994;81250 Miolles;81250
43.918713388,3.802090236;Mas de Pradine;34190
43.347466978,3.230859725;Route de Corneilhan D 154;34500
43.884627312,2.456410362;za le dolmen;81250
43.639492103,3.5739775099999997;3 zae le pont;34150
42.568431313,2.95818133;Chemin Du Mas Bédia;66690
43.204059124,2.762030341;15 Av. Frederic Mistral;11200
43.317205211,3.28983071;1B rue Louis Darde;34420
43.747691789,3.959411621;18 Rue de Montlaur;34160
42.908749648,2.059785844;campserdou 8 rue principale;11230
43.711387769,3.502633707;5 PLACE FRANCOIS VILLON;34150
43.842623402,0.242360756;LE CLOS DU PRESBYTERE;32330
44.593404602,2.264840963;ZA LA SOLE;12300
43.807058464,4.039019771;12, Le Plan;30250
43.468872961,3.33962295;3 rue de fraisse;34290
43.765838298,3.183335018;1 rue du plo;34650
42.621087149,2.054507893;6 Cami Del Couillet;66210
43.018171692,2.857688801;CHATEAU GLÉON MONTANIÉ;11360
43.317205211,3.28983071;domaine de Caylus;34420
43.695988705,4.3224648420000005;1455 route de Aubord;30640
43.271358589,2.510108547;Domaine du Siestou;11800
43.293673851,2.566296561;LE MOULIN;11160
43.142371748,2.202692168;Domaine de la Goutine;11300
44.011626444,3.183654857;Parc d'activité Millau Larzac;12230
43.657805591,4.407426996;2373 Chemin Des Loubes;30800
43.978480399,2.434206002;938 Chemin de Courbière;81340
43.370418528,3.15386867;112 Rue de Revel;34370
44.070336681,4.044108852;1195, route de Boisset;30140
42.568431313,2.95818133;"MAS CERQUELA
ROUTE D'ELNE";66690
43.51047969,3.309504322;5 Chemin de Pezenas;34320
43.42362519,3.029153384;39 AVENUE DES DEUX FONTAINES;34460
43.525810248,3.858234121;170 Boulevard du Chapitre;34750
44.481589096,3.172225606;RUE DU GENDARME MERLE;48340
43.350887678,2.980628899;Domaine de Saliès;34310
43.61335437,3.8692640540000003;2420 AVENUE DE TOULOUSE;34070
43.318222421,2.569015993;lieu dit chamans;11160
43.93125665,2.002874242;"Chemin de fonblanque
Al Couderc";81150
44.193531246,1.392744423;Lieu dit '' La Marche'';82220
43.85209141,1.379226369;740 Chemin de Caillol;31620
43.553938894,3.499355887;8 route Croix de Saint-Antoine;34230
43.205491567,3.095655283;Château de Marmorières;11110
